PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,TpFare,Titulo,Apellido,Nombre,Año_de_Nacimiento,Familiares,Familia
243,0,2ª Clase,Hombres,29.0,10.5,S,Barato,Mr,Coleridge,Reginald,1883,0,Sin Familia
244,0,3ª Clase,Hombres,22.0,7.125,S,Muy Barato,Mr,Maenpaa,Matti,1890,0,Sin Familia
245,0,3ª Clase,Hombres,30.0,7.225,C,Muy Barato,Mr,Attalah,Sleiman,1882,0,Sin Familia
246,0,1ª Clase,Hombres,44.0,90.0,Q,Muy Caro,Dr,Minahan,William,1868,2,Con Familia
247,0,3ª Clase,Mujeres,25.0,7.775,S,Muy Barato,Miss,Lindahl,Agda,1887,0,Sin Familia
248,1,2ª Clase,Mujeres,24.0,14.5,S,Caro,Mrs,Hamalainen,William,1888,2,Con Familia
249,1,1ª Clase,Hombres,37.0,52.5542,S,Muy Caro,Mr,Beckwith,Richard,1875,2,Con Familia
250,0,2ª Clase,Hombres,54.0,26.0,S,Caro,Rev,Carter,Ernest,1858,1,Con Familia
251,0,3ª Clase,Hombres,32.0,7.25,S,Muy Barato,Mr,Reed,James,1880,0,Sin Familia
252,0,3ª Clase,Mujeres,29.0,10.4625,S,Barato,Mrs,Strom,Wilhelm,1883,2,Con Familia
253,0,1ª Clase,Hombres,62.0,26.55,S,Caro,Mr,Stead,William,1850,0,Sin Familia
254,0,3ª Clase,Hombres,30.0,16.1,S,Caro,Mr,Lobb,William,1882,1,Con Familia
255,0,3ª Clase,Mujeres,41.0,20.2125,S,Caro,Mrs,Rosblom,Viktor,1871,2,Con Familia
256,1,3ª Clase,Mujeres,29.0,15.2458,C,Caro,Mrs,Touma,Darwis,1883,2,Con Familia
257,1,1ª Clase,Mujeres,36.0,79.2,C,Muy Caro,Mrs,Thorne,Gertrude,1876,0,Sin Familia
258,1,1ª Clase,Mujeres,30.0,86.5,S,Muy Caro,Miss,Cherry,Gladys,1882,0,Sin Familia
259,1,1ª Clase,Mujeres,35.0,512.3292,C,Muy Caro,Miss,Ward,Anna,1877,0,Sin Familia
260,1,2ª Clase,Mujeres,50.0,26.0,S,Caro,Mrs,Parrish,,1862,1,Con Familia
261,0,3ª Clase,Hombres,32.0,7.75,Q,Muy Barato,Mr,Smith,Thomas,1880,0,Sin Familia
262,1,3ª Clase,Hombres,3.0,31.3875,S,Muy Caro,Master,Asplund,Edvin,1909,6,Con Familia
263,0,1ª Clase,Hombres,52.0,79.65,S,Muy Caro,Mr,Taussig,Emil,1860,2,Con Familia
264,0,1ª Clase,Hombres,40.0,0.0,S,Muy Barato,Mr,Harrison,William,1872,0,Sin Familia
265,0,3ª Clase,Mujeres,22.0,7.75,Q,Muy Barato,Miss,Henry,Delia,1890,0,Sin Familia
266,0,2ª Clase,Hombres,36.0,10.5,S,Barato,Mr,Reeves,David,1876,0,Sin Familia
267,0,3ª Clase,Hombres,16.0,39.6875,S,Muy Caro,Mr,Panula,Ernesti,1896,5,Con Familia
268,1,3ª Clase,Hombres,25.0,7.775,S,Muy Barato,Mr,Persson,Ernst,1887,1,Con Familia
269,1,1ª Clase,Mujeres,58.0,153.4625,S,Muy Caro,Mrs,Graham,William,1854,1,Con Familia
270,1,1ª Clase,Mujeres,35.0,135.6333,S,Muy Caro,Miss,Bissette,Amelia,1877,0,Sin Familia
271,0,1ª Clase,Hombres,32.0,31.0,S,Caro,Mr,Cairns,Alexander,1880,0,Sin Familia
272,1,3ª Clase,Hombres,25.0,0.0,S,Muy Barato,Mr,Tornquist,William,1887,0,Sin Familia
273,1,2ª Clase,Mujeres,41.0,19.5,S,Caro,Mrs,Mellinger,,1871,1,Con Familia
274,0,1ª Clase,Hombres,37.0,29.7,C,Caro,Mr,Natsch,Charles,1875,1,Con Familia
275,1,3ª Clase,Mujeres,22.0,7.75,Q,Muy Barato,Miss,Healy,Hanora,1890,0,Sin Familia
276,1,1ª Clase,Mujeres,63.0,77.9583,S,Muy Caro,Miss,Andrews,Kornelia,1849,1,Con Familia
277,0,3ª Clase,Mujeres,45.0,7.75,S,Muy Barato,Miss,Lindblom,Augusta,1867,0,Sin Familia
278,0,2ª Clase,Hombres,32.0,0.0,S,Muy Barato,Mr,Parkes,Francis,1880,0,Sin Familia
279,0,3ª Clase,Hombres,7.0,29.125,Q,Caro,Master,Rice,Eric,1905,5,Con Familia
280,1,3ª Clase,Mujeres,35.0,20.25,S,Caro,Mrs,Abbott,Stanton,1877,2,Con Familia
281,0,3ª Clase,Hombres,65.0,7.75,Q,Muy Barato,Mr,Duane,Frank,1847,0,Sin Familia
282,0,3ª Clase,Hombres,28.0,7.8542,S,Muy Barato,Mr,Olsson,Nils,1884,0,Sin Familia
283,0,3ª Clase,Hombres,16.0,9.5,S,Barato,Mr,Pelsmaeker,Alfons,1896,0,Sin Familia
284,1,3ª Clase,Hombres,19.0,8.05,S,Barato,Mr,Dorking,Edward,1893,0,Sin Familia
285,0,1ª Clase,Hombres,32.0,26.0,S,Caro,Mr,Smith,Richard,1880,0,Sin Familia
286,0,3ª Clase,Hombres,33.0,8.6625,C,Barato,Mr,Stankovic,Ivan,1879,0,Sin Familia
287,1,3ª Clase,Hombres,30.0,9.5,S,Barato,Mr,Mulder,Theodore,1882,0,Sin Familia
288,0,3ª Clase,Hombres,22.0,7.8958,S,Muy Barato,Mr,Naidenoff,Penko,1890,0,Sin Familia
289,1,2ª Clase,Hombres,42.0,13.0,S,Barato,Mr,Hosono,Masabumi,1870,0,Sin Familia
290,1,3ª Clase,Mujeres,22.0,7.75,Q,Muy Barato,Miss,Connolly,Kate,1890,0,Sin Familia
291,1,1ª Clase,Mujeres,26.0,78.85,S,Muy Caro,Miss,Barber,Ellen,1886,0,Sin Familia
292,1,1ª Clase,Mujeres,19.0,91.0792,C,Muy Caro,Mrs,Bishop,Dickinson,1893,1,Con Familia
293,0,2ª Clase,Hombres,36.0,12.875,C,Barato,Mr,Levy,Rene,1876,0,Sin Familia
294,0,3ª Clase,Mujeres,24.0,8.85,S,Barato,Miss,Haas,Aloisia,1888,0,Sin Familia
295,0,3ª Clase,Hombres,24.0,7.8958,S,Muy Barato,Mr,Mineff,Ivan,1888,0,Sin Familia
296,0,1ª Clase,Hombres,32.0,27.7208,C,Caro,Mr,Lewy,Ervin,1880,0,Sin Familia
297,0,3ª Clase,Hombres,23.5,7.2292,C,Muy Barato,Mr,Hanna,Mansour,1889,0,Sin Familia
298,0,1ª Clase,Mujeres,2.0,151.55,S,Muy Caro,Miss,Allison,Helen,1910,3,Con Familia
299,1,1ª Clase,Hombres,32.0,30.5,S,Caro,Mr,Saalfeld,Adolphe,1880,0,Sin Familia
300,1,1ª Clase,Mujeres,50.0,247.5208,C,Muy Caro,Mrs,Baxter,James,1862,1,Con Familia
301,1,3ª Clase,Mujeres,22.0,7.75,Q,Muy Barato,Miss,Kelly,Anna,1890,0,Sin Familia
302,1,3ª Clase,Hombres,32.0,23.25,Q,Caro,Mr,McCoy,Bernard,1880,2,Con Familia
303,0,3ª Clase,Hombres,19.0,0.0,S,Muy Barato,Mr,Johnson,William,1893,0,Sin Familia
304,1,2ª Clase,Mujeres,22.0,12.35,Q,Barato,Miss,Keane,Nora,1890,0,Sin Familia
305,0,3ª Clase,Hombres,32.0,8.05,S,Barato,Mr,Williams,Howard,1880,0,Sin Familia
306,1,1ª Clase,Hombres,0.92,151.55,S,Muy Caro,Master,Allison,Hudson,1912,3,Con Familia
307,1,1ª Clase,Mujeres,22.0,110.8833,C,Muy Caro,Miss,Fleming,Margaret,1890,0,Sin Familia
308,1,1ª Clase,Mujeres,17.0,108.9,C,Muy Caro,Mrs,Castellana,Victor,1895,1,Con Familia
309,0,2ª Clase,Hombres,30.0,24.0,C,Caro,Mr,Abelson,Samuel,1882,1,Con Familia
310,1,1ª Clase,Mujeres,30.0,56.9292,C,Muy Caro,Miss,Francatelli,Laura,1882,0,Sin Familia
311,1,1ª Clase,Mujeres,24.0,83.1583,C,Muy Caro,Miss,Hays,Margaret,1888,0,Sin Familia
312,1,1ª Clase,Mujeres,18.0,262.375,C,Muy Caro,Miss,Ryerson,Emily,1894,4,Con Familia
313,0,2ª Clase,Mujeres,26.0,26.0,S,Caro,Mrs,Lahtinen,William,1886,2,Con Familia
314,0,3ª Clase,Hombres,28.0,7.8958,S,Muy Barato,Mr,Hendekovic,Ignjac,1884,0,Sin Familia
315,0,2ª Clase,Hombres,43.0,26.25,S,Caro,Mr,Hart,Benjamin,1869,2,Con Familia
316,1,3ª Clase,Mujeres,26.0,7.8542,S,Muy Barato,Miss,Nilsson,Helmina,1886,0,Sin Familia
317,1,2ª Clase,Mujeres,24.0,26.0,S,Caro,Mrs,Kantor,Sinai,1888,1,Con Familia
318,0,2ª Clase,Hombres,54.0,14.0,S,Barato,Dr,Moraweck,Ernest,1858,0,Sin Familia
319,1,1ª Clase,Mujeres,31.0,164.8667,S,Muy Caro,Miss,Wick,Mary,1881,2,Con Familia
320,1,1ª Clase,Mujeres,40.0,134.5,C,Muy Caro,Mrs,Spedden,Frederic,1872,2,Con Familia
321,0,3ª Clase,Hombres,22.0,7.25,S,Muy Barato,Mr,Dennis,Samuel,1890,0,Sin Familia
322,0,3ª Clase,Hombres,27.0,7.8958,S,Muy Barato,Mr,Danoff,Yoto,1885,0,Sin Familia
323,1,2ª Clase,Mujeres,30.0,12.35,Q,Barato,Miss,Slayter,Hilda,1882,0,Sin Familia
324,1,2ª Clase,Mujeres,22.0,29.0,S,Caro,Mrs,Caldwell,Albert,1890,2,Con Familia
325,0,3ª Clase,Hombres,32.0,69.55,S,Muy Caro,Mr,Sage,George,1880,10,Con Familia
326,1,1ª Clase,Mujeres,36.0,135.6333,C,Muy Caro,Miss,Young,Marie,1876,0,Sin Familia
327,0,3ª Clase,Hombres,61.0,6.2375,S,Muy Barato,Mr,Nysveen,Johan,1851,0,Sin Familia
328,1,2ª Clase,Mujeres,36.0,13.0,S,Barato,Mrs,Ball,,1876,0,Sin Familia
329,1,3ª Clase,Mujeres,31.0,20.525,S,Caro,Mrs,Goldsmith,Frank,1881,2,Con Familia
330,1,1ª Clase,Mujeres,16.0,57.9792,C,Muy Caro,Miss,Hippach,Jean,1896,1,Con Familia
331,1,3ª Clase,Mujeres,22.0,23.25,Q,Caro,Miss,McCoy,Agnes,1890,2,Con Familia
332,0,1ª Clase,Hombres,45.5,28.5,S,Caro,Mr,Partner,Austen,1867,0,Sin Familia
333,0,1ª Clase,Hombres,38.0,153.4625,S,Muy Caro,Mr,Graham,George,1874,1,Con Familia
334,0,3ª Clase,Hombres,16.0,18.0,S,Caro,Mr,Planke,Leo,1896,2,Con Familia
335,1,1ª Clase,Mujeres,36.0,133.65,S,Muy Caro,Mrs,Frauenthal,Henry,1876,1,Con Familia
336,0,3ª Clase,Hombres,32.0,7.8958,S,Muy Barato,Mr,Denkoff,Mitto,1880,0,Sin Familia
337,0,1ª Clase,Hombres,29.0,66.6,S,Muy Caro,Mr,Pears,Thomas,1883,1,Con Familia
338,1,1ª Clase,Mujeres,41.0,134.5,C,Muy Caro,Miss,Burns,Elizabeth,1871,0,Sin Familia
339,1,3ª Clase,Hombres,45.0,8.05,S,Barato,Mr,Dahl,Karl,1867,0,Sin Familia
340,0,1ª Clase,Hombres,45.0,35.5,S,Muy Caro,Mr,Blackwell,Stephen,1867,0,Sin Familia
341,1,2ª Clase,Hombres,2.0,26.0,S,Caro,Master,Navratil,Edmond,1910,2,Con Familia
342,1,1ª Clase,Mujeres,24.0,263.0,S,Muy Caro,Miss,Fortune,Alice,1888,5,Con Familia
343,0,2ª Clase,Hombres,28.0,13.0,S,Barato,Mr,Collander,Erik,1884,0,Sin Familia
344,0,2ª Clase,Hombres,25.0,13.0,S,Barato,Mr,Sedgwick,Charles,1887,0,Sin Familia
345,0,2ª Clase,Hombres,36.0,13.0,S,Barato,Mr,Fox,Stanley,1876,0,Sin Familia
346,1,2ª Clase,Mujeres,24.0,13.0,S,Barato,Miss,Brown,Amelia,1888,0,Sin Familia
347,1,2ª Clase,Mujeres,40.0,13.0,S,Barato,Miss,Smith,Marion,1872,0,Sin Familia
348,1,3ª Clase,Mujeres,36.0,16.1,S,Caro,Mrs,Davison,Thomas,1876,1,Con Familia
349,1,3ª Clase,Hombres,3.0,15.9,S,Caro,Master,Coutts,William,1909,2,Con Familia
350,0,3ª Clase,Hombres,42.0,8.6625,S,Barato,Mr,Dimic,Jovan,1870,0,Sin Familia
351,0,3ª Clase,Hombres,23.0,9.225,S,Barato,Mr,Odahl,Nils,1889,0,Sin Familia
352,0,1ª Clase,Hombres,32.0,35.0,S,Muy Caro,Mr,Lambert,Fletcher,1880,0,Sin Familia
353,0,3ª Clase,Hombres,15.0,7.2292,C,Muy Barato,Mr,Elias,Tannous,1897,2,Con Familia
354,0,3ª Clase,Hombres,25.0,17.8,S,Caro,Mr,Franchi,Josef,1887,1,Con Familia
355,0,3ª Clase,Hombres,32.0,7.225,C,Muy Barato,Mr,Yousif,Wazli,1880,0,Sin Familia
356,0,3ª Clase,Hombres,28.0,9.5,S,Barato,Mr,Steen,Leo,1884,0,Sin Familia
357,1,1ª Clase,Mujeres,22.0,55.0,S,Muy Caro,Miss,Bowerman,Elsie,1890,1,Con Familia
358,0,2ª Clase,Mujeres,38.0,13.0,S,Barato,Miss,Funk,Annie,1874,0,Sin Familia
359,1,3ª Clase,Mujeres,22.0,7.8792,Q,Muy Barato,Miss,McGovern,Mary,1890,0,Sin Familia
360,1,3ª Clase,Mujeres,22.0,7.8792,Q,Muy Barato,Miss,Mockler,Helen,1890,0,Sin Familia
361,0,3ª Clase,Hombres,40.0,27.9,S,Caro,Mr,Skoog,Wilhelm,1872,5,Con Familia
362,0,2ª Clase,Hombres,29.0,27.7208,C,Caro,Mr,Carlo,Sebastiano,1883,1,Con Familia
363,0,3ª Clase,Mujeres,45.0,14.4542,C,Barato,Mrs,Barbara,,1867,1,Con Familia
364,0,3ª Clase,Hombres,35.0,7.05,S,Muy Barato,Mr,Asim,Adola,1877,0,Sin Familia
365,0,3ª Clase,Hombres,32.0,15.5,Q,Caro,Mr,Brien,Thomas,1880,1,Con Familia
366,0,3ª Clase,Hombres,30.0,7.25,S,Muy Barato,Mr,Adahl,Mauritz,1882,0,Sin Familia
367,1,1ª Clase,Mujeres,60.0,75.25,C,Muy Caro,Mrs,Warren,Frank,1852,1,Con Familia
368,1,3ª Clase,Mujeres,36.0,7.2292,C,Muy Barato,Mrs,Moussa,,1876,0,Sin Familia
369,1,3ª Clase,Mujeres,22.0,7.75,Q,Muy Barato,Miss,Jermyn,Annie,1890,0,Sin Familia
370,1,1ª Clase,Mujeres,24.0,69.3,C,Muy Caro,Mme,Aubart,Leontine,1888,0,Sin Familia
371,1,1ª Clase,Hombres,25.0,55.4417,C,Muy Caro,Mr,Harder,George,1887,1,Con Familia
372,0,3ª Clase,Hombres,18.0,6.4958,S,Muy Barato,Mr,Wiklund,Jakob,1894,1,Con Familia
373,0,3ª Clase,Hombres,19.0,8.05,S,Barato,Mr,Beavan,William,1893,0,Sin Familia
374,0,1ª Clase,Hombres,22.0,135.6333,C,Muy Caro,Mr,Ringhini,Sante,1890,0,Sin Familia
375,0,3ª Clase,Mujeres,3.0,21.075,S,Caro,Miss,Palsson,Stina,1909,4,Con Familia
376,1,1ª Clase,Mujeres,36.0,82.1708,C,Muy Caro,Mrs,Meyer,Edgar,1876,1,Con Familia
377,1,3ª Clase,Mujeres,22.0,7.25,S,Muy Barato,Miss,Landergren,Aurora,1890,0,Sin Familia
378,0,1ª Clase,Hombres,27.0,211.5,C,Muy Caro,Mr,Widener,Harry,1885,2,Con Familia
379,0,3ª Clase,Hombres,20.0,4.0125,C,Muy Barato,Mr,Betros,Tannous,1892,0,Sin Familia
380,0,3ª Clase,Hombres,19.0,7.775,S,Muy Barato,Mr,Gustafsson,Karl,1893,0,Sin Familia
381,1,1ª Clase,Mujeres,42.0,227.525,C,Muy Caro,Miss,Bidois,Rosalie,1870,0,Sin Familia
382,1,3ª Clase,Mujeres,1.0,15.7417,C,Caro,Miss,Nakid,Maria,1911,2,Con Familia
383,0,3ª Clase,Hombres,32.0,7.925,S,Barato,Mr,Tikkanen,Juho,1880,0,Sin Familia
384,1,1ª Clase,Mujeres,35.0,52.0,S,Muy Caro,Mrs,Holverson,Alexander,1877,1,Con Familia
385,0,3ª Clase,Hombres,32.0,7.8958,S,Muy Barato,Mr,Plotcharsky,Vasil,1880,0,Sin Familia
386,0,2ª Clase,Hombres,18.0,73.5,S,Muy Caro,Mr,Davies,Charles,1894,0,Sin Familia
387,0,3ª Clase,Hombres,1.0,46.9,S,Muy Caro,Master,Goodwin,Sidney,1911,7,Con Familia
388,1,2ª Clase,Mujeres,36.0,13.0,S,Barato,Miss,Buss,Kate,1876,0,Sin Familia
389,0,3ª Clase,Hombres,32.0,7.7292,Q,Muy Barato,Mr,Sadlier,Matthew,1880,0,Sin Familia
390,1,2ª Clase,Mujeres,17.0,12.0,C,Barato,Miss,Lehmann,Bertha,1895,0,Sin Familia
391,1,1ª Clase,Hombres,36.0,120.0,S,Muy Caro,Mr,Carter,William,1876,3,Con Familia
392,1,3ª Clase,Hombres,21.0,7.7958,S,Muy Barato,Mr,Jansson,Carl,1891,0,Sin Familia
393,0,3ª Clase,Hombres,28.0,7.925,S,Barato,Mr,Gustafsson,Johan,1884,2,Con Familia
394,1,1ª Clase,Mujeres,23.0,113.275,C,Muy Caro,Miss,Newell,Marjorie,1889,1,Con Familia
395,1,3ª Clase,Mujeres,24.0,16.7,S,Caro,Mrs,Sandstrom,Hjalmar,1888,2,Con Familia
396,0,3ª Clase,Hombres,22.0,7.7958,S,Muy Barato,Mr,Johansson,Erik,1890,0,Sin Familia
397,0,3ª Clase,Mujeres,31.0,7.8542,S,Muy Barato,Miss,Olsson,Elina,1881,0,Sin Familia
398,0,2ª Clase,Hombres,46.0,26.0,S,Caro,Mr,McKane,Peter,1866,0,Sin Familia
399,0,2ª Clase,Hombres,23.0,10.5,S,Barato,Dr,Pain,Alfred,1889,0,Sin Familia
400,1,2ª Clase,Mujeres,28.0,12.65,S,Barato,Mrs,Trout,William,1884,0,Sin Familia
401,1,3ª Clase,Hombres,39.0,7.925,S,Barato,Mr,Niskanen,Juha,1873,0,Sin Familia
402,0,3ª Clase,Hombres,26.0,8.05,S,Barato,Mr,Adams,John,1886,0,Sin Familia
403,0,3ª Clase,Mujeres,21.0,9.825,S,Barato,Miss,Jussila,Mari,1891,1,Con Familia
404,0,3ª Clase,Hombres,28.0,15.85,S,Caro,Mr,Hakkarainen,Pekka,1884,1,Con Familia
405,0,3ª Clase,Mujeres,20.0,8.6625,S,Barato,Miss,Oreskovic,Marija,1892,0,Sin Familia
406,0,2ª Clase,Hombres,34.0,21.0,S,Caro,Mr,Gale,Shadrach,1878,1,Con Familia
407,0,3ª Clase,Hombres,51.0,7.75,S,Muy Barato,Mr,Widegren,Carl,1861,0,Sin Familia
408,1,2ª Clase,Hombres,3.0,18.75,S,Caro,Master,Richards,William,1909,2,Con Familia
409,0,3ª Clase,Hombres,21.0,7.775,S,Muy Barato,Mr,Birkeland,Hans,1891,0,Sin Familia
410,0,3ª Clase,Mujeres,22.0,25.4667,S,Caro,Miss,Lefebre,Ida,1890,4,Con Familia
411,0,3ª Clase,Hombres,32.0,7.8958,S,Muy Barato,Mr,Sdycoff,Todor,1880,0,Sin Familia
412,0,3ª Clase,Hombres,32.0,6.8583,Q,Muy Barato,Mr,Hart,Henry,1880,0,Sin Familia
413,1,1ª Clase,Mujeres,33.0,90.0,Q,Muy Caro,Miss,Minahan,Daisy,1879,1,Con Familia
414,0,2ª Clase,Hombres,32.0,0.0,S,Muy Barato,Mr,Cunningham,Alfred,1880,0,Sin Familia
415,1,3ª Clase,Hombres,44.0,7.925,S,Barato,Mr,Sundman,Johan,1868,0,Sin Familia
416,0,3ª Clase,Mujeres,36.0,8.05,S,Barato,Mrs,Meek,Thomas,1876,0,Sin Familia
417,1,2ª Clase,Mujeres,34.0,32.5,S,Muy Caro,Mrs,Drew,James,1878,2,Con Familia
418,1,2ª Clase,Mujeres,18.0,13.0,S,Barato,Miss,Silven,Lyyli,1894,2,Con Familia
419,0,2ª Clase,Hombres,30.0,13.0,S,Barato,Mr,Matthews,William,1882,0,Sin Familia
420,0,3ª Clase,Mujeres,10.0,24.15,S,Caro,Miss,Impe,Catharina,1902,2,Con Familia
421,0,3ª Clase,Hombres,32.0,7.8958,C,Muy Barato,Mr,Gheorgheff,Stanio,1880,0,Sin Familia
422,0,3ª Clase,Hombres,21.0,7.7333,Q,Muy Barato,Mr,Charters,David,1891,0,Sin Familia
423,0,3ª Clase,Hombres,29.0,7.875,S,Muy Barato,Mr,Zimmerman,Leo,1883,0,Sin Familia
424,0,3ª Clase,Mujeres,28.0,14.4,S,Barato,Mrs,Danbom,Ernst,1884,2,Con Familia
425,0,3ª Clase,Hombres,18.0,20.2125,S,Caro,Mr,Rosblom,Viktor,1894,2,Con Familia
426,0,3ª Clase,Hombres,32.0,7.25,S,Muy Barato,Mr,Wiseman,Phillippe,1880,0,Sin Familia
427,1,2ª Clase,Mujeres,28.0,26.0,S,Caro,Mrs,Clarke,Charles,1884,1,Con Familia
428,1,2ª Clase,Mujeres,19.0,26.0,S,Caro,Miss,Phillips,Kate,1893,0,Sin Familia
429,0,3ª Clase,Hombres,32.0,7.75,Q,Muy Barato,Mr,Flynn,James,1880,0,Sin Familia
430,1,3ª Clase,Hombres,32.0,8.05,S,Barato,Mr,Pickard,Berk,1880,0,Sin Familia
431,1,1ª Clase,Hombres,28.0,26.55,S,Caro,Mr,Steffansson,Mauritz,1884,0,Sin Familia
432,1,3ª Clase,Mujeres,36.0,16.1,S,Caro,Mrs,Thorneycroft,Percival,1876,1,Con Familia
433,1,2ª Clase,Mujeres,42.0,26.0,S,Caro,Mrs,Louch,Charles,1870,1,Con Familia
434,0,3ª Clase,Hombres,17.0,7.125,S,Muy Barato,Mr,Kallio,Nikolai,1895,0,Sin Familia
435,0,1ª Clase,Hombres,50.0,55.9,S,Muy Caro,Mr,Silvey,William,1862,1,Con Familia
436,1,1ª Clase,Mujeres,14.0,120.0,S,Muy Caro,Miss,Carter,Lucile,1898,3,Con Familia
437,0,3ª Clase,Mujeres,21.0,34.375,S,Muy Caro,Miss,Ford,Doolina,1891,4,Con Familia
438,1,2ª Clase,Mujeres,24.0,18.75,S,Caro,Mrs,Richards,Sidney,1888,5,Con Familia
439,0,1ª Clase,Hombres,64.0,263.0,S,Muy Caro,Mr,Fortune,Mark,1848,5,Con Familia
440,0,2ª Clase,Hombres,31.0,10.5,S,Barato,Mr,Kvillner,Johan,1881,0,Sin Familia
441,1,2ª Clase,Mujeres,45.0,26.25,S,Caro,Mrs,Hart,Benjamin,1867,2,Con Familia
442,0,3ª Clase,Hombres,20.0,9.5,S,Barato,Mr,Hampe,Leon,1892,0,Sin Familia
443,0,3ª Clase,Hombres,25.0,7.775,S,Muy Barato,Mr,Petterson,Johan,1887,1,Con Familia
444,1,2ª Clase,Mujeres,28.0,13.0,S,Barato,Ms,Reynaldo,Encarnacion,1884,0,Sin Familia
445,1,3ª Clase,Hombres,32.0,8.1125,S,Barato,Mr,Bratthammer,Bernt,1880,0,Sin Familia
446,1,1ª Clase,Hombres,4.0,81.8583,S,Muy Caro,Master,Dodge,Washington,1908,2,Con Familia
447,1,2ª Clase,Mujeres,13.0,19.5,S,Caro,Miss,Mellinger,Madeleine,1899,1,Con Familia
448,1,1ª Clase,Hombres,34.0,26.55,S,Caro,Mr,Seward,Frederic,1878,0,Sin Familia
449,1,3ª Clase,Mujeres,5.0,19.2583,C,Caro,Miss,Baclini,Marie,1907,3,Con Familia
450,1,1ª Clase,Hombres,52.0,30.5,S,Caro,Major,Peuchen,Arthur,1860,0,Sin Familia
451,0,2ª Clase,Hombres,36.0,27.75,S,Caro,Mr,West,Edwy,1876,3,Con Familia
452,0,3ª Clase,Hombres,32.0,19.9667,S,Caro,Mr,Hagland,Ingvald,1880,1,Con Familia
453,0,1ª Clase,Hombres,30.0,27.75,C,Caro,Mr,Foreman,Benjamin,1882,0,Sin Familia
454,1,1ª Clase,Hombres,49.0,89.1042,C,Muy Caro,Mr,Goldenberg,Samuel,1863,1,Con Familia
455,0,3ª Clase,Hombres,32.0,8.05,S,Barato,Mr,Peduzzi,Joseph,1880,0,Sin Familia
456,1,3ª Clase,Hombres,29.0,7.8958,C,Muy Barato,Mr,Jalsevac,Ivan,1883,0,Sin Familia
457,0,1ª Clase,Hombres,65.0,26.55,S,Caro,Mr,Millet,Francis,1847,0,Sin Familia
458,1,1ª Clase,Mujeres,36.0,51.8625,S,Muy Caro,Mrs,Kenyon,Frederick,1876,1,Con Familia
459,1,2ª Clase,Mujeres,50.0,10.5,S,Barato,Miss,Toomey,Ellen,1862,0,Sin Familia
460,0,3ª Clase,Hombres,32.0,7.75,Q,Muy Barato,Mr,Connor,Maurice,1880,0,Sin Familia
461,1,1ª Clase,Hombres,48.0,26.55,S,Caro,Mr,Anderson,Harry,1864,0,Sin Familia
462,0,3ª Clase,Hombres,34.0,8.05,S,Barato,Mr,Morley,William,1878,0,Sin Familia
463,0,1ª Clase,Hombres,47.0,38.5,S,Muy Caro,Mr,Gee,Arthur,1865,0,Sin Familia
464,0,2ª Clase,Hombres,48.0,13.0,S,Barato,Mr,Milling,Jacob,1864,0,Sin Familia
465,0,3ª Clase,Hombres,32.0,8.05,S,Barato,Mr,Maisner,Simon,1880,0,Sin Familia
466,0,3ª Clase,Hombres,38.0,7.05,S,Muy Barato,Mr,Goncalves,Manuel,1874,0,Sin Familia
467,0,2ª Clase,Hombres,32.0,0.0,S,Muy Barato,Mr,Campbell,William,1880,0,Sin Familia
468,0,1ª Clase,Hombres,56.0,26.55,S,Caro,Mr,Smart,John,1856,0,Sin Familia
469,0,3ª Clase,Hombres,32.0,7.725,Q,Muy Barato,Mr,Scanlan,James,1880,0,Sin Familia
470,1,3ª Clase,Mujeres,0.75,19.2583,C,Caro,Miss,Baclini,Helene,1912,3,Con Familia
471,0,3ª Clase,Hombres,32.0,7.25,S,Muy Barato,Mr,Keefe,Arthur,1880,0,Sin Familia
472,0,3ª Clase,Hombres,38.0,8.6625,S,Barato,Mr,Cacic,Luka,1874,0,Sin Familia
473,1,2ª Clase,Mujeres,33.0,27.75,S,Caro,Mrs,West,Edwy,1879,3,Con Familia
474,1,2ª Clase,Mujeres,23.0,13.7917,C,Barato,Mrs,Jerwan,Amin,1889,0,Sin Familia
475,0,3ª Clase,Mujeres,22.0,9.8375,S,Barato,Miss,Strandberg,Ida,1890,0,Sin Familia
476,0,1ª Clase,Hombres,32.0,52.0,S,Muy Caro,Mr,Clifford,George,1880,0,Sin Familia
477,0,2ª Clase,Hombres,34.0,21.0,S,Caro,Mr,Renouf,Peter,1878,1,Con Familia
478,0,3ª Clase,Hombres,29.0,7.0458,S,Muy Barato,Mr,Braund,Lewis,1883,1,Con Familia
479,0,3ª Clase,Hombres,22.0,7.5208,S,Muy Barato,Mr,Karlsson,Nils,1890,0,Sin Familia
480,1,3ª Clase,Mujeres,2.0,12.2875,S,Barato,Miss,Hirvonen,Hildur,1910,1,Con Familia
481,0,3ª Clase,Hombres,9.0,46.9,S,Muy Caro,Master,Goodwin,Harold,1903,7,Con Familia
482,0,2ª Clase,Hombres,32.0,0.0,S,Muy Barato,Mr,Frost,Anthony,1880,0,Sin Familia
483,0,3ª Clase,Hombres,50.0,8.05,S,Barato,Mr,Rouse,Richard,1862,0,Sin Familia
484,1,3ª Clase,Mujeres,63.0,9.5875,S,Barato,Mrs,Turkula,,1849,0,Sin Familia
